Year,Municipality,Crop,Mean_Yield
1996,LORNE,OATS,1.3061389369057907
1996,LORNE,RED SPRING WHEAT,1.1593166887188633
1996,LOUISE,ARGENTINE CANOLA,0.7517487295988522
1996,LOUISE,BARLEY,1.5043772026939757
1996,LOUISE,FLAX,0.6042586743240008
1996,LOUISE,OATS,1.060480533926585
1996,LOUISE,RED SPRING WHEAT,1.05215805009257
1996,MACDONALD,ARGENTINE CANOLA,0.8614495308655329
1996,MACDONALD,BARLEY,1.749804700694314
1996,MACDONALD,FLAX,0.6640367961165049
1996,MACDONALD,OATS,1.4570929320781545
1996,MACDONALD,RED SPRING WHEAT,1.1516243590346709
1996,MCCREARY,ALFALFA/GRASS MIX.,1.6938804040404039
1996,MINITONAS-BOWSMAN,ALFALFA/GRASS MIX.,1.972
1996,MINITONAS-BOWSMAN,ARGENTINE CANOLA,0.7249524105227504
1996,MINITONAS-BOWSMAN,RED SPRING WHEAT,0.98422947097955
1996,MINTO-ODANAH,ARGENTINE CANOLA,0.8050748778729878
1996,MINTO-ODANAH,BARLEY,1.449555364596121
1996,MINTO-ODANAH,RED SPRING WHEAT,1.0225676188606394
1996,MONTCALM,ARGENTINE CANOLA,0.7675896785109982
1996,MONTCALM,BARLEY,1.6235732395589129
1996,MONTCALM,OATS,1.3839645580978017
1996,MONTCALM,RED SPRING WHEAT,1.1675806451612905
1996,MORRIS,ARGENTINE CANOLA,0.8052310521266389
1996,MORRIS,BARLEY,1.6744412195121952
1996,MORRIS,FLAX,0.6412317519962423
1996,MORRIS,OATS,1.3837276747590581
1996,MORRIS,RED SPRING WHEAT,1.1406098113207548
1996,MOSSEY RIVER,ALFALFA,1.68
1996,MOSSEY RIVER,ALFALFA/GRASS MIX.,1.0604884225759768
1996,MOSSEY RIVER,ARGENTINE CANOLA,0.5521654768442247
1996,MOSSEY RIVER,RED SPRING WHEAT,0.912867933867934
1996,MOUNTAIN,ALFALFA/GRASS MIX.,1.791937387116195
1996,MOUNTAIN,ARGENTINE CANOLA,0.5632616847462167
1996,MOUNTAIN,RED SPRING WHEAT,0.8270986223703188
1996,NORFOLK-TREHERNE,ARGENTINE CANOLA,0.7833052089346774
1996,NORFOLK-TREHERNE,BARLEY,1.4885189228529838
1996,NORFOLK-TREHERNE,OATS,1.2835425387333514
1996,NORFOLK-TREHERNE,RED SPRING WHEAT,1.1596329431438126
1996,NORFOLK-TREHERNE,WINTER WHEAT,1.961
1996,NORTH CYPRESS-LANGFORD,ALFALFA,2.317184065934066
1996,NORTH CYPRESS-LANGFORD,ALFALFA/GRASS MIX.,1.437
1996,NORTH CYPRESS-LANGFORD,ARGENTINE CANOLA,0.7532378015144676
1996,NORTH CYPRESS-LANGFORD,BARLEY,1.4524711959924859
1996,NORTH CYPRESS-LANGFORD,FALL RYE,0.8937046632124352
1996,NORTH CYPRESS-LANGFORD,OATS,0.9746916017338029
1996,NORTH CYPRESS-LANGFORD,PROC POTATOES-IRRIG,11.108509641873278
1996,NORTH CYPRESS-LANGFORD,RED SPRING WHEAT,1.056601640680553
1996,NORTH NORFOLK,ALFALFA/GRASS MIX.,1.99
1996,NORTH NORFOLK,ARGENTINE CANOLA,0.772083887717021
1996,NORTH NORFOLK,BARLEY,1.3372110056925997
1996,NORTH NORFOLK,GRAIN CORN,2.045
1996,NORTH NORFOLK,OATS,1.017189534231201
1996,NORTH NORFOLK,PROC POTATOES-IRRIG,9.420044056525354
1996,NORTH NORFOLK,RED SPRING WHEAT,1.0234214633801821
1996,OAKLAND-WAWANESA,ARGENTINE CANOLA,0.6576889143511888
1996,OAKLAND-WAWANESA,BARLEY,1.347522187574958
1996,OAKLAND-WAWANESA,FLAX,0.628
1996,OAKLAND-WAWANESA,RED SPRING WHEAT,1.08988871988108
1996,OAKVIEW,ARGENTINE CANOLA,0.74174610397455
1996,OAKVIEW,BARLEY,1.430336815372083
1996,OAKVIEW,FLAX,0.5651802139780464
1996,OAKVIEW,OATS,1.1950063532401525
1996,OAKVIEW,RED SPRING WHEAT,1.0459230971553433
1996,PEMBINA,ARGENTINE CANOLA,0.7581119677344296
1996,PEMBINA,BARLEY,1.5254006369036683
1996,PEMBINA,OATS,1.1205107227958697
1996,PEMBINA,RED SPRING WHEAT,1.0814852898286549
1996,PIPESTONE,ALFALFA,1.355
1996,PIPESTONE,ARGENTINE CANOLA,0.602978525084529
1996,PIPESTONE,BARLEY,1.205517456947393
1996,PIPESTONE,OATS,0.8652940069399517
1996,PIPESTONE,RED SPRING WHEAT,0.84720798456683
1996,PORTAGE LA PRAIRIE,ALFALFA/GRASS MIX.,1.6850000000000003
1996,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,0.7996550446655313
1996,PORTAGE LA PRAIRIE,BARLEY,1.5652415916039997
1996,PORTAGE LA PRAIRIE,FLAX,0.6179879238720897
1996,PORTAGE LA PRAIRIE,OATS,1.2501496511076484
1996,PORTAGE LA PRAIRIE,PROC POTATOES-IRRIG,11.38
1996,PORTAGE LA PRAIRIE,RED SPRING WHEAT,1.207530604987074
1996,PORTAGE LA PRAIRIE,WHITE PEA BEANS,0.8194008171603677
1996,PORTAGE LA PRAIRIE,WINTER WHEAT,1.8739999999999999
1996,PRAIRIE LAKES,ALFALFA/GRASS MIX.,1.386
1996,PRAIRIE LAKES,ARGENTINE CANOLA,0.6054309265571738
1996,PRAIRIE LAKES,OATS,0.9734196190137084
1996,PRAIRIE LAKES,RED SPRING WHEAT,0.8965870724819579
1996,PRAIRIE VIEW,ALFALFA/GRASS MIX.,1.4687168998923574
1996,PRAIRIE VIEW,ARGENTINE CANOLA,0.7423862717630578
1996,PRAIRIE VIEW,BARLEY,1.4963347071411588
1996,PRAIRIE VIEW,FLAX,0.5847131264236901
1996,PRAIRIE VIEW,OATS,1.2367337361096127
1996,PRAIRIE VIEW,RED SPRING WHEAT,1.0211868670457622
1996,RHINELAND,ARGENTINE CANOLA,0.7516857077442619
1996,RHINELAND,BARLEY,1.506613657173148
1996,RHINELAND,BLACK BEANS,0.539
1996,RHINELAND,GRAIN CORN,2.5686716106604863
1996,RHINELAND,OATS,1.414930482048348
1996,RHINELAND,PINTO BEANS,0.5934347742184485
1996,RHINELAND,PROC POTATOES-DRYLND,10.541
1996,RHINELAND,PROC POTATOES-IRRIG,10.837
1996,RHINELAND,RED SPRING WHEAT,1.185452497036107
1996,RHINELAND,WHITE PEA BEANS,0.7001192304374083
1996,RIDING MOUNTAIN WEST,ALFALFA,1.6173139190523198
1996,RIDING MOUNTAIN WEST,ALFALFA/GRASS MIX.,1.4537625231910944
1996,RIDING MOUNTAIN WEST,ARGENTINE CANOLA,0.7079781550987985
1996,RIDING MOUNTAIN WEST,BARLEY,1.3612830391301431
1996,RIDING MOUNTAIN WEST,OATS,1.0814017790956263
1996,RIDING MOUNTAIN WEST,RED SPRING WHEAT,1.0341919525275283
1996,RITCHOT,ARGENTINE CANOLA,0.8354191654434892
1996,RITCHOT,OATS,1.3601772733802613
1996,RITCHOT,RED SPRING WHEAT,1.073095863959138
1996,RIVERDALE,ARGENTINE CANOLA,0.7020484871502721
1996,RIVERDALE,BARLEY,1.265095773209041
1996,RIVERDALE,FIELD PEAS,0.997
1996,RIVERDALE,RED SPRING WHEAT,0.8567021260806649
1996,ROCKWOOD,ALFALFA/GRASS MIX.,1.9691168699186994
1996,ROCKWOOD,ARGENTINE CANOLA,0.8136968317383628
1996,ROCKWOOD,BARLEY,1.5845981575418342
1996,ROCKWOOD,OATS,1.0163023319241784
1996,ROCKWOOD,RED SPRING WHEAT,1.1278553448216082
1996,ROLAND,ARGENTINE CANOLA,0.847839342475706
1996,ROLAND,BARLEY,1.4973346897253306
1996,ROLAND,FLAX,0.6065346710693421
1996,ROLAND,GRAIN CORN,2.47267161961367
1996,ROLAND,OATS,1.446
1996,ROLAND,RED SPRING WHEAT,1.099770433386838
1996,ROSEDALE,ALFALFA/GRASS MIX.,1.822
1996,ROSEDALE,ARGENTINE CANOLA,0.7737010395010394
1996,ROSEDALE,BARLEY,1.4931201873048907
1996,ROSEDALE,RED SPRING WHEAT,1.0853497849131972
1996,ROSSBURN,ALFALFA/GRASS MIX.,1.288788888888889
1996,ROSSBURN,ARGENTINE CANOLA,0.6981316432498473
1996,ROSSBURN,BARLEY,1.3632324175824173
1996,ROSSBURN,OATS,1.1288600874453465
1996,ROSSBURN,RED SPRING WHEAT,0.9888445989893428
1996,ROSSER,ARGENTINE CANOLA,0.8295609256604547
1996,ROSSER,BARLEY,1.6571812197881313
1996,ROSSER,OATS,1.3954750964279723
1996,ROSSER,RED SPRING WHEAT,1.1457736529604352
1996,RUSSELL-BINSCARTH,ARGENTINE CANOLA,0.7174499499499499
1996,RUSSELL-BINSCARTH,RED SPRING WHEAT,0.9809898102860531
1996,SOURIS-GLENWOOD,ALFALFA/GRASS MIX.,1.783
1996,SOURIS-GLENWOOD,ARGENTINE CANOLA,0.7252019529111151
1996,SOURIS-GLENWOOD,OATS,0.9874358430540827
1996,SOURIS-GLENWOOD,RED SPRING WHEAT,1.1916498417526409
1996,SPRINGFIELD,ARGENTINE CANOLA,0.7322511719970831
1996,SPRINGFIELD,BARLEY,1.4850351178398624
1996,SPRINGFIELD,FLAX,0.4116734403576509
1996,SPRINGFIELD,OATS,1.1861449893390192
1996,SPRINGFIELD,RED SPRING WHEAT,1.071511520212564
1996,ST. ANDREWS,ARGENTINE CANOLA,0.7368380281690141
1996,ST. ANDREWS,BARLEY,1.5059977884260964
1996,ST. ANDREWS,FLAX,0.516
1996,ST. ANDREWS,OATS,1.2522914163090129
1996,ST. ANDREWS,RED SPRING WHEAT,1.1387995510040902
1996,ST. CLEMENTS,ARGENTINE CANOLA,0.8034577018462385
1996,ST. CLEMENTS,OATS,1.112652117768595
1996,ST. CLEMENTS,RED SPRING WHEAT,1.0471975745325923
1996,ST. FRANCIS XAVIER,ARGENTINE CANOLA,0.8167221102150538
1996,ST. FRANCIS XAVIER,OATS,1.537
1996,ST. FRANCIS XAVIER,RED SPRING WHEAT,1.250969469076215
1996,STANLEY,ARGENTINE CANOLA,0.779814202213655
1996,STANLEY,BARLEY,1.5175050237231371
1996,STANLEY,GRAIN CORN,2.3295047780462297
1996,STANLEY,OATS,0.9870381400208987
1996,STANLEY,PINTO BEANS,0.4827642348754448
1996,STANLEY,PROC POTATOES-IRRIG,10.886
1996,STANLEY,RED SPRING WHEAT,1.1170571323452119
1996,STE. ANNE,ARGENTINE CANOLA,0.844
1996,STE. ROSE,ALFALFA/GRASS MIX.,1.965
1996,STE. ROSE,ARGENTINE CANOLA,0.7279663833075734
1996,STE. ROSE,RED SPRING WHEAT,1.063389574283232
1996,SWAN VALLEY WEST,ALFALFA,1.459
1996,SWAN VALLEY WEST,ALFALFA/GRASS MIX.,1.4369999999999998
1996,SWAN VALLEY WEST,ARGENTINE CANOLA,0.7521009477468318
1996,SWAN VALLEY WEST,OATS,0.8198488757832657
1996,SWAN VALLEY WEST,RED SPRING WHEAT,0.9363412428279686
1996,TACHE,ARGENTINE CANOLA,0.7260378985181859
1996,TACHE,BARLEY,1.4917843874154406
1996,TACHE,OATS,1.2510475466482376
1996,TACHE,RED SPRING WHEAT,1.0091886396737546
1996,THOMPSON,ARGENTINE CANOLA,0.8139473836368892
1996,THOMPSON,BARLEY,1.5137035235353706
1996,THOMPSON,GRAIN CORN,2.2183263874561585
1996,THOMPSON,OATS,1.0952081128747797
1996,THOMPSON,RED SPRING WHEAT,1.0550304533766288
1996,TWO BORDERS,ALFALFA,1.524677934849416
1996,TWO BORDERS,ALFALFA/GRASS MIX.,1.196
1996,TWO BORDERS,ARGENTINE CANOLA,0.5468834861576441
1996,TWO BORDERS,FALL RYE,0.7730878678283742
1996,TWO BORDERS,RED SPRING WHEAT,0.7731592444286437
1996,VICTORIA,ARGENTINE CANOLA,0.7627647623619779
1996,VICTORIA,BARLEY,1.4539326609314744
1996,VICTORIA,RED SPRING WHEAT,1.1673960691363285
1996,WALLACE-WOODWORTH,ALFALFA,1.3878616564417179
1996,WALLACE-WOODWORTH,ALFALFA/GRASS MIX.,1.308
1996,WALLACE-WOODWORTH,ARGENTINE CANOLA,0.6972660413557876
1996,WALLACE-WOODWORTH,BARLEY,1.316201124567474
1996,WALLACE-WOODWORTH,FIELD PEAS,1.104
1996,WALLACE-WOODWORTH,FLAX,0.5965360758476619
1996,WALLACE-WOODWORTH,RED SPRING WHEAT,0.947258337260951
1996,WEST INTERLAKE,ALFALFA,2.1148541524459614
1996,WEST INTERLAKE,ALFALFA/GRASS MIX.,1.88503361547763
1996,WESTLAKE-GLADSTONE,ALFALFA/GRASS MIX.,2.2653402146985964
1996,WESTLAKE-GLADSTONE,ARGENTINE CANOLA,0.6663404341857746
1996,WESTLAKE-GLADSTONE,BARLEY,1.3614214016382784
1996,WESTLAKE-GLADSTONE,RED SPRING WHEAT,1.0701987216986242
1996,WESTLAKE-GLADSTONE,WINTER WHEAT,1.288
1996,WHITEHEAD,ARGENTINE CANOLA,0.6588914341548149
1996,WHITEHEAD,BARLEY,1.292440489806903
1996,WHITEHEAD,RED SPRING WHEAT,1.0051616002346817
1996,WHITEMOUTH,RED SPRING WHEAT,1.0178387256112622
1996,WINNIPEG,RED SPRING WHEAT,1.0402338461538463
1996,WOODLANDS,ALFALFA,2.477716024340771
1996,WOODLANDS,ALFALFA/GRASS MIX.,2.334707503828484
1996,WOODLANDS,ARGENTINE CANOLA,0.6465411093627065
1996,WOODLANDS,BARLEY,1.4177102561813801
1996,WOODLANDS,OATS,1.0952657975460123
1996,WOODLANDS,RED SPRING WHEAT,1.110340098620739
1996,YELLOWHEAD,ARGENTINE CANOLA,0.7068530458811522
1996,YELLOWHEAD,BARLEY,1.4282413158391543
1996,YELLOWHEAD,FLAX,0.5494530090684254
1996,YELLOWHEAD,OATS,1.2333237668161434
1996,YELLOWHEAD,RED SPRING WHEAT,0.995120695419592
1997,ALEXANDER,ARGENTINE CANOLA,0.6586059790732437
1997,ALEXANDER,OATS,1.1995502958579882
1997,ALONSA,ALFALFA/GRASS MIX.,1.0232798360655737
1997,ARGYLE,ALFALFA,1.679563265306122
1997,ARGYLE,ALFALFA/GRASS MIX.,1.183
1997,ARGYLE,ARGENTINE CANOLA,0.6311214865708932
1997,ARGYLE,BARLEY,1.3667295469912102
1997,ARGYLE,FLAX,0.4664625999686373
1997,ARGYLE,OATS,1.0867050725107523
1997,ARGYLE,RED SPRING WHEAT,0.7849535341901067
1997,BIFROST-RIVERTON,ALFALFA,2.375713552361397
1997,BIFROST-RIVERTON,ALFALFA/GRASS MIX.,1.6001633466135459
1997,BIFROST-RIVERTON,ARGENTINE CANOLA,0.724582105766306
1997,BIFROST-RIVERTON,BARLEY,1.456714209953387
1997,BIFROST-RIVERTON,FLAX,0.47635702849823885
1997,BIFROST-RIVERTON,RED SPRING WHEAT,1.0410890515401037
1997,BOISSEVAIN-MORTON,ALFALFA,1.543056025369979
1997,BOISSEVAIN-MORTON,ALFALFA/GRASS MIX.,0.984
1997,BOISSEVAIN-MORTON,ARGENTINE CANOLA,0.676545147515528
1997,BOISSEVAIN-MORTON,BARLEY,1.3498845524361072
1997,BOISSEVAIN-MORTON,OATS,1.093
1997,BOISSEVAIN-MORTON,RED SPRING WHEAT,0.8525695303750258
1997,BRENDA-WASKADA,ARGENTINE CANOLA,0.3721215967246673
1997,BRENDA-WASKADA,BARLEY,0.9937972810187575
1997,BRENDA-WASKADA,OATS,0.7148953047535725
1997,BRENDA-WASKADA,RED SPRING WHEAT,0.672169934640523
1997,BROKENHEAD,ARGENTINE CANOLA,0.6429068880688806
1997,BROKENHEAD,OATS,0.9785153576582148
1997,BROKENHEAD,RED SPRING WHEAT,0.9366984295105917
1997,CARTIER,ARGENTINE CANOLA,0.8274454314720812
1997,CARTIER,BARLEY,1.7235583433579653
1997,CARTIER,FLAX,0.6700467118261361
1997,CARTIER,OATS,1.621439134808853
1997,CARTIER,RED SPRING WHEAT,1.0404186060092855
1997,CARTWRIGHT-ROBLIN,ALFALFA,1.5759999999999998
1997,CARTWRIGHT-ROBLIN,ALFALFA/GRASS MIX.,0.819
1997,CARTWRIGHT-ROBLIN,ARGENTINE CANOLA,0.65966679271037
1997,CARTWRIGHT-ROBLIN,BARLEY,1.2724240431266847
1997,CARTWRIGHT-ROBLIN,FLAX,0.46102656645984447
1997,CARTWRIGHT-ROBLIN,RED SPRING WHEAT,0.7468405119072772
1997,CLANWILLIAM-ERICKSON,RED SPRING WHEAT,0.8635
1997,COLDWELL,ALFALFA/GRASS MIX.,1.6504780775716694
1997,CORNWALLIS,ARGENTINE CANOLA,0.6274331901995454
1997,CORNWALLIS,BARLEY,1.213149223034735
1997,CORNWALLIS,RED SPRING WHEAT,0.8810612244897958
1997,DAUPHIN,ALFALFA,1.453
1997,DAUPHIN,ALFALFA/GRASS MIX.,1.633429393836776
1997,DAUPHIN,ARGENTINE CANOLA,0.7003866893169302
1997,DAUPHIN,RED SPRING WHEAT,0.9276867698736821
1997,DELORAINE-WINCHESTER,ALFALFA,0.9299999999999999
1997,DELORAINE-WINCHESTER,ARGENTINE CANOLA,0.4588700396825397
1997,DELORAINE-WINCHESTER,BARLEY,1.057282619208821
1997,DELORAINE-WINCHESTER,OATS,0.7636590106007067
1997,DELORAINE-WINCHESTER,RED SPRING WHEAT,0.7277400914634147
1997,DESALABERRY,ARGENTINE CANOLA,0.44439639047570906
1997,DESALABERRY,OATS,1.254062187200511
1997,DESALABERRY,RED SPRING WHEAT,0.6594988664603043
1997,DUFFERIN,ARGENTINE CANOLA,0.5927517196467093
1997,DUFFERIN,BARLEY,1.3352616580310883
1997,DUFFERIN,GRAIN CORN,2.2257208261397787
1997,DUFFERIN,OATS,1.2515611149346182
1997,DUFFERIN,PROC POTATOES-IRRIG,5.237
1997,DUFFERIN,RED SPRING WHEAT,0.8703485694588072
1997,DUFFERIN,WHITE PEA BEANS,0.5725837065472382
1997,ELLICE-ARCHIE,ALFALFA/GRASS MIX.,0.599
1997,ELLICE-ARCHIE,ARGENTINE CANOLA,0.42474464929010386
1997,ELLICE-ARCHIE,RED SPRING WHEAT,0.6838347757436729
1997,ELTON,ARGENTINE CANOLA,0.6093186733115037
1997,ELTON,BARLEY,1.2501462834489594
1997,ELTON,FLAX,0.5619543975347219
1997,ELTON,OATS,0.824
